Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HFKC,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AFKC,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2018-05-04,Sochaux,1,1,8,3,4,11,1,0,Clermont,3,1,7,6,4,15,0,0,A,D,53.0,59.0,10.0,6.0,0
2018-05-04,Orleans,1,0,11,9,9,6,0,0,Chateauroux,1,0,12,8,6,14,1,0,D,D,45.0,58.0,12.0,8.0,1
2018-05-04,Paris FC,2,1,8,3,2,14,1,0,Nancy,1,0,6,5,8,16,2,0,H,H,57.0,35.0,9.0,17.0,2
2018-05-04,Nimes,4,2,21,14,8,17,1,0,Ajaccio GFCO,0,0,3,2,2,20,4,0,H,H,69.0,41.0,2.0,15.0,2
2018-05-04,Lorient,6,3,23,13,13,13,0,0,Bourg Peronnas,0,0,6,1,3,8,2,0,H,H,59.0,33.0,8.0,18.0,2
2018-05-04,Brest,2,2,7,5,7,17,0,0,Quevilly Rouen,0,0,8,3,8,14,2,0,H,H,61.0,30.0,6.0,19.0,2
2018-05-04,Auxerre,1,0,8,3,5,10,2,0,Ajaccio,1,1,7,2,2,7,1,0,D,A,46.0,66.0,11.0,3.0,1
2018-05-04,Niort,0,0,6,4,6,11,2,0,Le Havre,1,1,14,4,3,13,2,0,A,A,41.0,60.0,14.0,7.0,0
2018-05-11,Quevilly Rouen,3,2,8,3,3,17,1,0,Lorient,0,0,5,1,6,9,0,0,H,H,30.0,62.0,19.0,6.0,2
2018-05-11,Ajaccio,2,1,14,7,5,10,0,0,Niort,2,0,8,3,6,13,0,0,D,H,67.0,41.0,3.0,14.0,1
2018-05-11,Ajaccio GFCO,3,1,16,10,6,22,4,0,Valenciennes,4,1,8,8,4,9,1,0,A,D,41.0,42.0,15.0,14.0,0
2018-05-11,Bourg Peronnas,2,2,14,7,7,12,0,0,Sochaux,1,0,11,4,3,8,0,0,H,H,33.0,53.0,19.0,10.0,2
2018-05-11,Chateauroux,2,0,17,6,7,10,0,0,Brest,2,1,12,7,4,12,1,0,D,A,59.0,64.0,9.0,4.0,1
2018-05-11,Clermont,2,0,14,7,12,18,3,1,Paris FC,2,1,7,6,1,10,5,2,D,A,62.0,60.0,6.0,8.0,1
2018-05-11,Le Havre,2,2,12,7,8,7,1,0,Tours,0,0,5,1,2,17,3,0,H,H,63.0,23.0,6.0,20.0,2
2018-05-11,Lens,2,0,9,4,7,7,1,0,Auxerre,1,0,9,4,5,25,1,0,H,D,40.0,47.0,16.0,11.0,2
2018-05-11,Nancy,3,2,10,4,2,11,1,0,Orleans,0,0,3,1,3,14,3,0,H,H,35.0,46.0,18.0,12.0,2
2018-05-11,Reims,2,0,13,6,3,23,1,0,Nimes,2,1,12,7,4,9,0,0,D,A,87.0,72.0,1.0,2.0,1
